Ticker,Current Assets,Quick Ratio,Debt To Equity Ratio,Total Debt To Total Capitalization Ratio,Debt To Assets Ratio,Net Debt To Equity Ratio,Return On Equity,Return On Assets,Return On Investment,Gross Profit Margin,Asset Turnover,Inventory Turnover,Receivables Turnover
AAL,0.7268126551808357,0.6251479684462695,-6.903781991559717,1.6893048600198872,0.6690468376223672,-5.536619991607456,0.34636965998235186,-0.039568682227235474,-0.09407976058608042,-0.0019075040552094247,0.5807524321192478,1.106033800251103,20.433565059382342
AAPL,1.0763813170343184,1.0347161388022745,2.161000229287554,0.8027498574254559,0.3733827256207915,1.4425650562681394,1.4774314312573298,0.2512551314270384,0.4928767845111111,0.4186334187288657,1.0236747355597826,27.579740061843648,14.482723290855443
ABBV,0.8681710732184054,0.7597074860044047,5.22757742110027,0.9226369196143342,0.49788740193895126,4.46727458950995,0.5631467802902058,0.057699362793110325,0.0971515510524645,0.669455163956354,0.37729890941814026,10.301005484955747,5.213145599268062
ABNB,1.801128526260709,0.0,0.5031247669435696,0.347182452822668,0.1640065788130462,0.0,-0.1815798781007595,-0.028131341552727493,-0.07395567731245256,0.7993887381317255,0.44079077754404083,0.0,40.911154618473894
ABT,1.7081796594267615,1.2862645652867846,0.5013774002419832,0.3465545802058366,0.24376183621208697,0.24426592319000373,0.1669359254952268,0.08182481484498175,0.1139077915348745,0.5623719141434088,0.5460347360978187,4.002358353162274,6.29146128837478
ACGL,0.0,0.0,0.19401944598722198,0.16499927951257212,0.05829172954993132,0.13294913047154308,0.1539761214862456,0.04662026402864004,0.13760556899456755,0.0,0.20408820122785626,0.0,0.9064143110471139
ACN,1.2611774390500483,0.0,0.14656922896947988,0.15051960591423424,0.07101137470502053,0.0,0.2853183260863586,0.1388023173717778,0.2925631123484637,0.3223515132550076,1.2415660687343404,0.0,5.688811716209014
ADBE,1.2946467916769935,0.0,0.31187091666424394,0.24559165281322942,0.1682437614793596,0.0188551733459485,0.3473828622174438,0.18774261063377298,0.2721127413966722,0.8759440363211191,0.6023087672720249,0.0,8.715693155380968
ADI,1.7942624526383362,1.3029753211709123,0.24749737976061043,0.19481837522652706,0.16172411803011855,0.19366389497650177,0.07672921326883125,0.0515017764825167,0.06103412677600369,0.6360208543595518,0.2229710978420473,5.003393322302584,6.914524161580325
ADM,1.5033468604348321,0.8645198455349759,0.45623373032788234,0.3402492287729186,0.18964105062715078,0.36382575795398325,0.13145987476992338,0.05506498271667243,0.09517286638751497,0.07348621715125683,1.5578586145051676,0.48360993231158356,17.66718618996057
ADP,1.0148426757466247,0.0,0.8677168928366428,0.4928193550297889,0.06496509362014925,0.24737250310571324,0.7924908419801263,0.05899830750500985,0.43851803200871503,0.43812500259633813,0.31896704323302955,0.0,5.572882371534723
